1700026l06rik	1700026l06rik
1700028j19rik	1700028j19rik
1700028k03rik	1700028k03rik
1700029i15rik	1700029i15rik
1700029j07rik	1700029j07rik
1700029p11rik	1700029p11rik
1700030c14rik	1700030c14rik
1700030j22rik	1700030j22rik
1700030k09rik	1700030k09rik
1700034h15rik	1700034h15rik
1700034p13rik	1700034p13rik
1700037c18rik	1700037c18rik
1700037h04rik	1700037h04rik
1700040d17rik	1700040d17rik
1700040l02rik	1700040l02rik
1700041m19rik	1700041m19rik
1700047m11rik	1700047m11rik
1700048o20rik	1700048o20rik
1700049g17rik	1700049g17rik
1700052k11rik	1700052k11rik
1700054m17rik	1700054m17rik
1700055d18rik	1700055d18rik
1700056e22rik	1700056e22rik
1700056n10rik	1700056n10rik
1700057g04rik	1700057g04rik
1700061e17rik	1700061e17rik
1700061g19rik	1700061g19rik
1700061i17rik	1700061i17rik
1700066b19rik	1700066b19rik
1700066m21rik	1700066m21rik
1700067k01rik	1700067k01rik
1700080g11rik	1700080g11rik
1700084e18rik	1700084e18rik
1700086o06rik	1700086o06rik
1700086p04rik	1700086p04rik
1700088e04rik	1700088e04rik
1700092c10rik	1700092c10rik
1700092m07rik	1700092m07rik
1700096k18rik	1700096k18rik
1700102p08rik	1700102p08rik
1700109h08rik	1700109h08rik
1700112e06rik	1700112e06rik
1700112j16rik	1700112j16rik
1700113a16rik	1700113a16rik
1700113h08rik	1700113h08rik
1700119h24rik	1700119h24rik
1700120k04rik	1700120k04rik
1700123o20rik	1700123o20rik
1810008i18rik	1810008i18rik
1810009a15rik	1810009a15rik
1810010h24rik	1810010h24rik
1810011h11rik	1810011h11rik
1810011o10rik	1810011o10rik
1810012k08rik	1810012k08rik
1810012k16rik	1810012k16rik
1810013d15rik	1810013d15rik
1810013l24rik	1810013l24rik
1810014b01rik	1810014b01rik
1810019n24rik	1810019n24rik
1810022k09rik	1810022k09rik
1810024b03rik	1810024b03rik
1810026j23rik	1810026j23rik
1810030o07rik	1810030o07rik
1810032o08rik	1810032o08rik
1810034e14rik	1810034e14rik
1810037i17rik	1810037i17rik
1810041h14rik	1810041h14rik
1810043g02rik	1810043g02rik
1810043h04rik	1810043h04rik
1810044d09rik	1810044d09rik
1810046k07rik	1810046k07rik
1810049j17rik	1810049j17rik
1810055g02rik	1810055g02rik
1810058i24rik	1810058i24rik
1810062g17rik	1810062g17rik
1810062o18rik	1810062o18rik
1810064f22rik	1810064f22rik
2010001e11rik	2010001e11rik
2010003k11rik	2010003k11rik
2010007h06rik	2010007h06rik
2010015m23rik	2010015m23rik
2010106e10rik	2010106e10rik
2010107e04rik	2010107e04rik
2010107g23rik	2010107g23rik
2010109a12rik	2010109a12rik
2010111i01rik	2010111i01rik
2010308f09rik	2010308f09rik
2010315b03rik	2010315b03rik
2010320m18rik	2010320m18rik
2200002d01rik	2200002d01rik
2200002j24rik	2200002j24rik
2210011c24rik	2210011c24rik
2210013o21rik	2210013o21rik
2210016f16rik	2210016f16rik
2210016l21rik	2210016l21rik
2210404o09rik	2210404o09rik
2210406o10rik	2210406o10rik
2210408i21rik	2210408i21rik
2210417a02rik	2210417a02rik
2210418o10rik	2210418o10rik
2300009a05rik	2300009a05rik
2310001h17rik	2310001h17rik
2310001k24rik	2310001k24rik
2310005a03rik	2310005a03rik
2310007b03rik	2310007b03rik
2310009b15rik	2310009b15rik
2310010g23rik	2310010g23rik
2310011j03rik	2310011j03rik
2310015a10rik	2310015a10rik
2310016g11rik	2310016g11rik
2310022a10rik	2310022a10rik
2310022b05rik	2310022b05rik
2310030g06rik	2310030g06rik
2310033p09rik	2310033p09rik
2310034o05rik	2310034o05rik
2310035c23rik	2310035c23rik
2310036o22rik	2310036o22rik
2310039h08rik	2310039h08rik
2310039l15rik	2310039l15rik
2310040g24rik	2310040g24rik
2310043m15rik	2310043m15rik
2310043o21rik	2310043o21rik
2310057m21rik	2310057m21rik
2310061i04rik	2310061i04rik
2310068j16rik	2310068j16rik
2310069g16rik	2310069g16rik
2310074n15rik	2310074n15rik
2410002f23rik	2410002f23rik
2410004b18rik	2410004b18rik
2410015m20rik	2410015m20rik
2410016o06rik	2410016o06rik
2410018l13rik	2410018l13rik
2410022m11rik	2410022m11rik
2410080i02rik	2410080i02rik
2410089e03rik	2410089e03rik
2410131k14rik	2410131k14rik
2500002b13rik	2500002b13rik
2510002d24rik	2510002d24rik
2510009e07rik	2510009e07rik
2510017j16rik	2510017j16rik
2510039o18rik	2510039o18rik
2510046g10rik	2510046g10rik
2610001j05rik	2610001j05rik
2610002m06rik	2610002m06rik
2610008e11rik	2610008e11rik
2610016a17rik	2610016a17rik
2610020c07rik	2610020c07rik
2610020h08rik	2610020h08rik
2610021a01rik	2610021a01rik
2610035d17rik	2610035d17rik
2610037d02rik	2610037d02rik
2610044o15rik8	2610044o15rik8
2610301b20rik	2610301b20rik
2610305d13rik	2610305d13rik
2610507b11rik	2610507b11rik
2610524h06rik	2610524h06rik
2610528j11rik	2610528j11rik
2700012i20rik	2700012i20rik
2700016f22rik	2700016f22rik
2700029m09rik	2700029m09rik
2700033n17rik	2700033n17rik
2700038g22rik	2700038g22rik
2700046g09rik	2700046g09rik
2700049a03rik	2700049a03rik
2700060e02rik	2700060e02rik
2700062c07rik	2700062c07rik
2700069i18rik	2700069i18rik
2700081o15rik	2700081o15rik
2700094k13rik	2700094k13rik
2700097o09rik	2700097o09rik
2810001g20rik	2810001g20rik
2810004n23rik	2810004n23rik
2810006k23rik	2810006k23rik
2810021j22rik	2810021j22rik
2810030d12rik	2810030d12rik
2810402e24rik	2810402e24rik
2810403a07rik	2810403a07rik
2810405f17rik	2810405f17rik
2810414n06rik	2810414n06rik
2810417h13rik	2810417h13rik
2810425m01rik	2810425m01rik
2810428i15rik	2810428i15rik
2810429i04rik	2810429i04rik
2810442n19rik	2810442n19rik
2810454h06rik	2810454h06rik
2810459m11rik	2810459m11rik
2810474o19rik	2810474o19rik
2900009j06rik	2900009j06rik
2900026a02rik	2900026a02rik
2900060b14rik	2900060b14rik
2900076a07rik	2900076a07rik
2900089d17rik	2900089d17rik
2900093k20rik	2900093k20rik
3010003l21rik	3010003l21rik
3010026o09rik	3010026o09rik
3110001i22rik	3110001i22rik
3110002h16rik	3110002h16rik
3110009e18rik	3110009e18rik
3110021n24rik	3110021n24rik
3110040n11rik	3110040n11rik
3110043o21rik	3110043o21rik
3110045c21rik	3110045c21rik
3110052m02rik	3110052m02rik
3110056k07rik	3110056k07rik
3110062m04rik	3110062m04rik
3110070m22rik	3110070m22rik
3110082i17rik	3110082i17rik
3110083c13rik	3110083c13rik
3222401l13rik	3222401l13rik
3300002i08rik	3300002i08rik
3830403n18rik	3830403n18rik
3830406c13rik	3830406c13rik
3930402g23rik	3930402g23rik
4430402i18rik	4430402i18rik
4632404h12rik	4632404h12rik
4632411p08rik	4632411p08rik
4632415l05rik	4632415l05rik
4632428c04rik	4632428c04rik
4732419c18rik	4732419c18rik
4732440d04rik	4732440d04rik
4732463b04rik	4732463b04rik
4732465j04rik	4732465j04rik
4732471j01rik	4732471j01rik
4732491k20rik	4732491k20rik
4831440e17rik	4831440e17rik
4833403j16rik	4833403j16rik
4833413g10rik	4833413g10rik
4833418n02rik	4833418n02rik
4833420g17rik	4833420g17rik
4833422c13rik	4833422c13rik
4833439l19rik	4833439l19rik
4833445i07rik	4833445i07rik
4921506m07rik	4921506m07rik
4921507p07rik	4921507p07rik
4921524j17rik	4921524j17rik
4930402h24rik	4930402h24rik
4930403p22rik	4930403p22rik
4930412m03rik	4930412m03rik
4930427a07rik	4930427a07rik
4930430f08rik	4930430f08rik
4930451g09rik	4930451g09rik
4930452b06rik	4930452b06rik
4930453n24rik	4930453n24rik
4930455g09rik	4930455g09rik
4930455h04rik	4930455h04rik
4930458d05rik	4930458d05rik
4930480g23rik	4930480g23rik
4930480k23rik	4930480k23rik
4930481a15rik	4930481a15rik
4930486l24rik	4930486l24rik
4930503l19rik	4930503l19rik
4930505n22rik	4930505n22rik
4930507d05rik	4930507d05rik
4930509e16rik	4930509e16rik
4930509g22rik	4930509g22rik
4930513o06rik	4930513o06rik
4930515g01rik	4930515g01rik
4930518i15rik	4930518i15rik
4930522l14rik	4930522l14rik
4930523c07rik	4930523c07rik
4930524j08rik	4930524j08rik
4930524o07rik	4930524o07rik
4930525g20rik	4930525g20rik
4930532g15rik	4930532g15rik
4930534d22rik	4930534d22rik
4930539j05rik	4930539j05rik
4930547m16rik	4930547m16rik
4930548h24rik	4930548h24rik
4930550c14rik	4930550c14rik
4930555a03rik	4930555a03rik
4930556m19rik	4930556m19rik
4930556m19rik.1	4930556m19rik.1
4930570n18rik	4930570n18rik
4930579g24rik	4930579g24rik
4930593a02rik	4930593a02rik
4930599n23rik	4930599n23rik
4931406c07rik	4931406c07rik
4931406p16rik	4931406p16rik
4931413i07rik	4931413i07rik
4931414p19rik	4931414p19rik
4931422a03rik	4931422a03rik
4931428f04rik	4931428f04rik
4932422m17rik	4932422m17rik
4932438a13rik	4932438a13rik
4933404o12rik	4933404o12rik
4933405d12rik	4933405d12rik
4933406c10rik	4933406c10rik
4933406i18rik	4933406i18rik
4933406p04rik	4933406p04rik
4933408j17rik	4933408j17rik
4933411k16rik	4933411k16rik
4933417d19rik	4933417d19rik
4933427d14rik	4933427d14rik
4933429h19rik	4933429h19rik
4933431e20rik	4933431e20rik
4933434e20rik	4933434e20rik
4933438k21rik	4933438k21rik
4933440j02rik	4933440j02rik
5031414d18rik	5031414d18rik
5031425e22rik	5031425e22rik
5031425f14rik	5031425f14rik
5031439g07rik	5031439g07rik
5033403f01rik	5033403f01rik
5033417f24rik	5033417f24rik
5033430i15rik	5033430i15rik
5330417c22rik	5330417c22rik
5330439k02rik	5330439k02rik
5430402o13rik	5430402o13rik
5430403g16rik	5430403g16rik
5430416n02rik	5430416n02rik
5430416o09rik	5430416o09rik
5430427n15rik	5430427n15rik
5430427o19rik	5430427o19rik
5730409e04rik	5730409e04rik
5730420d15rik	5730420d15rik
5730422e09rik	5730422e09rik
5730455p16rik	5730455p16rik
5730507c01rik	5730507c01rik
5730508b09rik	5730508b09rik
5730522e02rik	5730522e02rik
5730559c18rik	5730559c18rik
5830416i19rik	5830416i19rik
5830454e08rik	5830454e08rik
5830473c10rik	5830473c10rik
5930430l01rik	5930430l01rik
6030407o03rik	6030407o03rik
6030408b16rik	6030408b16rik
6030443j06rik	6030443j06rik
6030458c11rik	6030458c11rik
6030498e09rik	6030498e09rik
6230400d17rik	6230400d17rik
6330403l08rik	6330403l08rik
6330408a02rik	6330408a02rik
6330416g13rik	6330416g13rik
6330418k02rik	6330418k02rik
6330562c20rik	6330562c20rik
6430548m08rik	6430548m08rik
6430550d23rik	6430550d23rik
6430562o15rik	6430562o15rik
6430571l13rik	6430571l13rik
6430573f11rik	6430573f11rik
6430573p05rik	6430573p05rik
6720427i07rik	6720427i07rik
6720489n17rik	6720489n17rik
8030462n17rik	8030462n17rik
8430408g22rik	8430408g22rik
8430432a02rik	8430432a02rik
9030407p20rik	9030407p20rik
9030612e09rik	9030612e09rik
9030616g12rik	9030616g12rik
9030617o03rik	9030617o03rik
9030622o22rik	9030622o22rik
9030624g23rik	9030624g23rik
9030624j02rik	9030624j02rik
9130011e15rik	9130011e15rik
9130019o22rik	9130019o22rik
9130023h24rik	9130023h24rik
9130204k15rik	9130204k15rik
9130221h12rik	9130221h12rik
9130230l23rik	9130230l23rik
9130401m01rik	9130401m01rik
9130409i23rik	9130409i23rik
9130604c24rik	9130604c24rik
9230110c19rik	9230110c19rik
9230111e07rik	9230111e07rik
9330020h09rik	9330020h09rik
9330102e08rik	9330102e08rik
9330104g04rik	9330104g04rik
9330121j05rik	9330121j05rik
9330136k24rik	9330136k24rik
9330151l19rik	9330151l19rik
9330160f10rik	9330160f10rik
9330175e14rik	9330175e14rik
9330182l06rik	9330182l06rik
9430002a10rik	9430002a10rik
9430015g10rik	9430015g10rik
9430016h08rik	9430016h08rik
9430020k01rik	9430020k01rik
9430037g07rik	9430037g07rik
9430038i01rik	9430038i01rik
9430060i03rik	9430060i03rik
9430065f17rik	9430065f17rik
9430093n23rik	9430093n23rik
9530026p05rik	9530026p05rik
9530034e10rik	9530034e10rik
9530046b11rik	9530046b11rik
9530059o14rik	9530059o14rik
9530068e07rik	9530068e07rik
9530082p21rik	9530082p21rik
9830147e19rik	9830147e19rik
9930021j03rik	9930021j03rik
9930111j21rik2	9930111j21rik2
a130010j15rik	a130010j15rik
a130014a01rik	a130014a01rik
a130051j06rik	a130051j06rik
a1bg	a1bg
a1cf	a1cf
a230005m16rik	a230005m16rik
a230028o05rik	a230028o05rik
a230046k03rik	a230046k03rik
a230050p20rik	a230050p20rik
a230060f14rik	a230060f14rik
a230072e10rik	a230072e10rik
a230083n12rik	a230083n12rik
a230087f16rik	a230087f16rik
a230107n01rik	a230107n01rik
a2m	a2m
a330009n23rik	a330009n23rik
a330017a19rik	a330017a19rik
a330032b11rik	a330032b11rik
a330041j22rik	a330041j22rik
a330069e16rik	a330069e16rik
a430005l14rik	a430005l14rik
a430033k04rik	a430033k04rik
a430046d13rik	a430046d13rik
a430073d23rik	a430073d23rik
a430078g23rik	a430078g23rik
a430105i19rik	a430105i19rik
a430105j06rik	a430105j06rik
a430110l20rik	a430110l20rik
a4galt	a4galt
a530013c23rik	a530013c23rik
a530017d24rik	a530017d24rik
a530020g20rik	a530020g20rik
a530032d15rik	a530032d15rik
a530084c06rik	a530084c06rik
a530099j19rik	a530099j19rik
a630001g21rik	a630001g21rik
a630033h20rik	a630033h20rik
a630072m18rik	a630072m18rik
a630076j17rik	a630076j17rik
a730015c16rik	a730015c16rik
a730020m07rik	a730020m07rik
a730036i17rik	a730036i17rik
a730071l15rik	a730071l15rik
a830008e24rik	a830008e24rik
a830010m20rik	a830010m20rik
a830052d11rik	a830052d11rik
a830080d01rik	a830080d01rik
a830082k12rik	a830082k12rik
a930004d18rik	a930004d18rik
a930007i19rik	a930007i19rik
a930012l18rik	a930012l18rik
a930015d03rik	a930015d03rik
a930018p22rik	a930018p22rik
a930024e05rik	a930024e05rik
a930029g22rik	a930029g22rik
a930033h14rik	a930033h14rik
a930038b10rik	a930038b10rik
aa386476	aa386476
aa415398	aa415398
aa467197	aa467197
aa474331	aa474331
aa474408	aa474408
aa543186	aa543186
aa645442	aa645442
aa986860	aa986860
ab124611	ab124611
af251705	af251705
ai182371	ai182371
ai314180	ai314180
ai317395	ai317395
ai413582	ai413582
ai429214	ai429214
ai464131	ai464131
ai467606	ai467606
ai480526	ai480526
ai597479	ai597479
ai606181	ai606181
ai607873	ai607873
ai661453	ai661453
ai662270	ai662270
ai837181	ai837181
ai838599	ai838599
ai846148	ai846148
ai987944	ai987944
ak010878	ak010878
ak157302	ak157302
au019823	au019823
au020206	au020206
au021092	au021092
au022252	au022252
au040320	au040320
au041133	au041133
av099323	av099323
aw011738	aw011738
aw112010	aw112010
aw146154	aw146154
aw209491	aw209491
aw495222	aw495222
aw549877	aw549877
aw554918	aw554918
ay036118	ay036118
ay074887	ay074887
aaas	aaas
aacs	aacs
aadac	aadac
aadat	aadat
aaed1	aaed1
aagab	aagab
aak1	aak1
aamdc	aamdc
aamp	aamp
aar2	aar2
aard	aard
aars	aars
aars2	aars2
aarsd1	aarsd1
aasdh	aasdh
aasdhppt	aasdhppt
aass	aass
aatf	aatf
aatk	aatk
abat	abat
abca1	abca1
abca14	abca14
abca2	abca2
abca3	abca3
abca5	abca5
abca6	abca6
abca7	abca7
abca8a	abca8a
abca8b	abca8b
abca9	abca9
abcb10	abcb10
abcb11	abcb11
abcb1a	abcb1a
abcb1b	abcb1b
abcb4	abcb4
abcb6	abcb6
abcb7	abcb7
abcb8	abcb8
abcb9	abcb9
abcc1	abcc1
abcc10	abcc10
abcc12	abcc12
abcc2	abcc2
abcc3	abcc3
abcc4	abcc4
abcc5	abcc5
abcc6	abcc6
abcc9	abcc9
abcd1	abcd1
abcd2	abcd2
abcd3	abcd3
abcd4	abcd4
abce1	abce1
abcf1	abcf1
abcf2	abcf2
abcf3	abcf3
abcg1	abcg1
abcg2	abcg2
abcg3	abcg3
abcg5	abcg5
abcg8	abcg8
abhd10	abhd10
abhd11	abhd11
abhd11os	abhd11os
abhd12	abhd12
abhd13	abhd13
abhd14a	abhd14a
abhd14b	abhd14b
abhd15	abhd15
abhd16a	abhd16a
abhd17a	abhd17a
abhd17b	abhd17b
abhd17c	abhd17c
abhd18	abhd18
abhd2	abhd2
abhd3	abhd3
abhd4	abhd4
abhd5	abhd5
abhd6	abhd6
abhd8	abhd8
abi1	abi1
abi2	abi2
abi3	abi3
abi3bp	abi3bp
abl1	abl1
abl2	abl2
ablim1	ablim1
ablim2	ablim2
ablim3	ablim3
abr	abr
abracl	abracl
abt1	abt1
abtb1	abtb1
abtb2	abtb2
acaa1a	acaa1a
acaa1b	acaa1b
acaa2	acaa2
acaca	acaca
acacb	acacb
acad10	acad10
acad11	acad11
acad12	acad12
acad8	acad8
acad9	acad9
acadl	acadl
acadm	acadm
acads	acads
acadsb	acadsb
acadvl	acadvl
acap1	acap1
acap2	acap2
acap3	acap3
acat1	acat1
acat2	acat2
acat3	acat3
acbd3	acbd3
acbd4	acbd4
acbd5	acbd5
acbd6	acbd6
acbd7	acbd7
accs	accs
acd	acd
ace	ace
ace2	ace2
acer2	acer2
acer3	acer3
ache	ache
acin1	acin1
ackr1	ackr1
ackr2	ackr2
ackr4	ackr4
acly	acly
acmsd	acmsd
acnat1	acnat1
acnat2	acnat2
aco1	aco1
aco2	aco2
acot1	acot1
acot10	acot10
acot11	acot11
acot12	acot12
acot13	acot13
acot2	acot2
acot3	acot3
acot4	acot4
acot6	acot6
acot7	acot7
acot8	acot8
acot9	acot9
acox1	acox1
acox2	acox2
acox3	acox3
acp1	acp1
acp2	acp2
acp5	acp5
acp6	acp6
acpp	acpp
acrbp	acrbp
acsf2	acsf2
acsf3	acsf3
acsl1	acsl1
acsl3	acsl3
acsl4	acsl4
acsl5	acsl5
acsl6	acsl6
acsm1	acsm1
acsm2	acsm2
acsm3	acsm3
acsm5	acsm5
acss1	acss1
acss2	acss2
acss3	acss3
acta1	acta1
acta2	acta2
actb	actb
actc1	actc1
actg1	actg1
actg2	actg2
actl6a	actl6a
actn1	actn1
actn4	actn4
actr10	actr10
actr1a	actr1a
actr1b	actr1b
actr2	actr2
actr3	actr3
actr5	actr5
actr6	actr6
actr8	actr8
acvr1	acvr1
acvr1b	acvr1b
acvr2a	acvr2a
acvr2b	acvr2b
acvrl1	acvrl1
acy1	acy1
acy3	acy3
acyp1	acyp1
acyp2	acyp2
ada	ada
adal	adal
adam10	adam10
adam11	adam11
adam12	adam12
adam15	adam15
adam17	adam17
adam19	adam19
adam23	adam23
adam32	adam32
adam33	adam33
adam4	adam4
adam8	adam8
adam9	adam9
adamdec1	adamdec1
adamts1	adamts1
adamts10	adamts10
adamts13	adamts13
adamts14	adamts14
adamts15	adamts15
adamts2	adamts2
adamts4	adamts4
adamts5	adamts5
adamts6	adamts6
adamts7	adamts7
adamts9	adamts9
adamtsl1	adamtsl1
adamtsl2	adamtsl2
adamtsl4	adamtsl4
adamtsl5	adamtsl5
adap1	adap1
adap2	adap2
adap2os	adap2os
adar	adar
adarb1	adarb1
adat1	adat1
adat2	adat2
adat3	adat3
adck1	adck1
adck2	adck2
adck3	adck3
adck4	adck4
adck5	adck5
adcy1	adcy1
adcy10	adcy10
adcy3	adcy3
adcy4	adcy4
adcy5	adcy5
adcy6	adcy6
adcy7	adcy7
adcy9	adcy9
adcyap1r1	adcyap1r1
add1	add1
add3	add3
adgb	adgb
adgra2	adgra2
adgra3	adgra3
adgrd1	adgrd1
adgre1	adgre1
adgre4	adgre4
adgre5	adgre5
adgrf1	adgrf1
adgrf5	adgrf5
adgrg1	adgrg1
adgrg2	adgrg2
adgrg3	adgrg3
adgrg6	adgrg6
adgrl1	adgrl1
adgrl2	adgrl2
adgrl3	adgrl3
adgrl4	adgrl4
adgrv1	adgrv1
adh1	adh1
adh4	adh4
adh5	adh5
adh7	adh7
adhfe1	adhfe1
adi1	adi1
adipor1	adipor1
adipor2	adipor2
adk	adk
adm	adm
adnp2	adnp2
ado	ado
adora1	adora1
adora2a	adora2a
adora3	adora3
adpgk	adpgk
adprh	adprh
adprhl2	adprhl2
adprm	adprm
adra1a	adra1a
adra1b	adra1b
adra2b	adra2b
adrb1	adrb1
adrb2	adrb2
adrb3	adrb3
adrbk1	adrbk1
adrbk2	adrbk2
adrm1	adrm1
adsl	adsl
adss	adss
adssl1	adssl1
adtrp	adtrp
aebp1	aebp1
aebp2	aebp2
aen	aen
aes	aes
afap1	afap1
afap1l1	afap1l1
afap1l2	afap1l2
aff1	aff1
aff4	aff4
afg3l1	afg3l1
afg3l2	afg3l2
afm	afm
afmid	afmid
afp	afp
aftph	aftph
aga	aga
agap1	agap1
agap2	agap2
agap3	agap3
agbl3	agbl3
agbl5	agbl5
agfg1	agfg1
agfg2	agfg2
aggf1	aggf1
agk	agk
agl	agl
agmat	agmat
agmo	agmo
ago1	ago1
ago2	ago2
ago3	ago3
ago4	ago4
agpat1	agpat1
agpat2	agpat2
agpat3	agpat3
agpat4	agpat4
agpat5	agpat5
agpat9	agpat9
agps	agps
agrn	agrn
agt	agt
agtpbp1	agtpbp1
agtr1a	agtr1a
agtrap	agtrap
agxt	agxt
agxt2	agxt2
ahctf1	ahctf1
ahcy	ahcy
ahcyl1	ahcyl1
ahcyl2	ahcyl2
ahdc1	ahdc1
ahi1	ahi1
ahnak	ahnak
ahr	ahr
ahsa1	ahsa1
ahsa2	ahsa2
ahsg	ahsg
aida	aida
aif1	aif1
aifm1	aifm1
aifm2	aifm2
aifm3	aifm3
aig1	aig1
aim1	aim1
aim1l	aim1l
aim2	aim2
aimp1	aimp1
aimp2	aimp2
aip	aip
airn	airn
ajuba	ajuba
ak2	ak2
ak3	ak3
ak4	ak4
ak5	ak5
ak6	ak6
ak7	ak7
akap1	akap1
akap10	akap10
akap11	akap11
akap12	akap12
akap13	akap13
akap14	akap14
akap17b	akap17b
akap2	akap2
akap5	akap5
akap7	akap7
akap8	akap8
akap8l	akap8l
akap9	akap9
akip1	akip1
akirin1	akirin1
akirin2	akirin2
akna	akna
akr1a1	akr1a1
akr1b10	akr1b10
akr1b3	akr1b3
akr1b7	akr1b7
akr1b8	akr1b8
akr1c12	akr1c12
akr1c13	akr1c13
akr1c14	akr1c14
akr1c18	akr1c18
akr1c19	akr1c19
akr1c20	akr1c20
akr1c21	akr1c21
akr1c6	akr1c6
akr1cl	akr1cl
akr1d1	akr1d1
akr1e1	akr1e1
akr7a5	akr7a5
akt1	akt1
akt1s1	akt1s1
akt2	akt2
akt3	akt3
aktip	aktip
alad	alad
alas1	alas1
alas2	alas2
alb	alb
alcam	alcam
aldh16a1	aldh16a1
aldh18a1	aldh18a1
aldh1a1	aldh1a1
aldh1a3	aldh1a3
aldh1a7	aldh1a7
aldh1b1	aldh1b1
aldh1l1	aldh1l1
aldh2	aldh2
aldh3a2	aldh3a2
aldh3b1	aldh3b1
aldh3b3	aldh3b3
aldh4a1	aldh4a1
aldh5a1	aldh5a1
aldh6a1	aldh6a1
aldh7a1	aldh7a1
aldh8a1	aldh8a1
aldh9a1	aldh9a1
aldoa	aldoa
aldoart1	aldoart1
aldoart2	aldoart2
aldob	aldob
aldoc	aldoc
alg1	alg1
alg10b	alg10b
alg11	alg11
alg12	alg12
alg13	alg13
alg14	alg14
alg2	alg2
alg3	alg3
alg5	alg5
alg6	alg6
alg8	alg8
alg9	alg9
alkbh1	alkbh1
alkbh2	alkbh2
alkbh3	alkbh3
alkbh4	alkbh4
alkbh5	alkbh5
alkbh6	alkbh6
alkbh7	alkbh7
alkbh8	alkbh8
alms1	alms1
alox12	alox12
alox5ap	alox5ap
alpk1	alpk1
alpk2	alpk2
alpl	alpl
als2	als2
als2cl	als2cl
als2cr12	als2cr12
alyref	alyref
alyref2	alyref2
amacr	amacr
ambp	ambp
ambra1	ambra1
amd1	amd1
amd2	amd2
amdhd1	amdhd1
amdhd2	amdhd2
amer1	amer1
amer2	amer2
amfr	amfr
amhr2	amhr2
amica1	amica1
amigo1	amigo1
amigo2	amigo2
amigo3	amigo3
ammecr1	ammecr1
ammecr1l	ammecr1l
amn	amn
amn1	amn1
amot	amot
amotl1	amotl1
amotl2	amotl2
ampd2	ampd2
ampd3	ampd3
amt	amt
amy1	amy1
amy2a2	amy2a2
amy2a3	amy2a3
amy2a4	amy2a4
amy2a5	amy2a5
amz1	amz1
amz2	amz2
anapc1	anapc1
anapc10	anapc10
anapc11	anapc11
anapc13	anapc13
anapc15	anapc15
anapc16	anapc16
anapc2	anapc2
anapc4	anapc4
anapc5	anapc5
anapc7	anapc7
ang	ang
ang2	ang2
ang4	ang4
ang5	ang5
ang6	ang6
angel1	angel1
angel2	angel2
angpt1	angpt1
angpt2	angpt2
angpt4	angpt4
angptl2	angptl2
angptl3	angptl3
